FID,Project,StationName,TripCode,SampleDate_Local,SampleDate_UTC,Latitude,Longitude,SecchiDepth_m,trip_code,geom,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umoL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fe6,NRS,Rottnest Island,ROT20100924,2010-09-24,2010-09-24,-32,115.4167,22,ROT20100924,POINT (115.41667 -32),0,ROT20100924_0,35.518,1,2024.32,1,2329.77,1,,9,0.05,1,0,1,,9,0.08,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fe5,NRS,Rottnest Island,ROT20100924,2010-09-24,2010-09-24,-32,115.4167,22,ROT20100924,POINT (115.41667 -32),10,ROT20100924_10,35.524,1,,9,,9,,9,0.04,1,0,1,,9,0.08,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fe4,NRS,Rottnest Island,ROT20100924,2010-09-24,2010-09-24,-32,115.4167,22,ROT20100924,POINT (115.41667 -32),20,ROT20100924_20,35.515,1,2025.69,1,2332.38,1,,9,0.04,1,0,1,,9,0.09,1,1.9,1,,,,,,,,,,,0.007,0.006,0,0,,,0.025,0,0.174,0.033,0.005,0,0.018,,0.087,0,0.018,0,0,0.174,0,0.033,0,0,0.033,0,0.051,0,0,0,0,0.009,0,0,0.131,0.008,0.011,0,0,0.002,0.031,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fe3,NRS,Rottnest Island,ROT20100924,2010-09-24,2010-09-24,-32,115.4167,22,ROT20100924,POINT (115.41667 -32),30,ROT20100924_30,35.523,1,,9,,9,,9,0.03,1,0,1,,9,0.08,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fe2,NRS,Rottnest Island,ROT20100924,2010-09-24,2010-09-24,-32,115.4167,22,ROT20100924,POINT (115.41667 -32),40,ROT20100924_40,35.602,1,2036.17,1,2329.96,1,,9,0.1,1,0.1,1,,9,0.12,1,1.6,1,,,,,,,,,,,0.009,0.011,0.002,0,,,0.017,0,0.266,0.066,0.037,0,0.02,,0,0,0.01,0,0,0.266,0,0.066,0,0,0.041,0,0.049,0,0,0,0,0.014,0.008,0,0,0,0.02,0,0,0.004,0.019,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fe1,NRS,Rottnest Island,ROT20100924,2010-09-24,2010-09-24,-32,115.4167,22,ROT20100924,POINT (115.41667 -32),48,ROT20100924_48,35.596,1,2035.52,1,2329.94,1,,9,0.1,1,0.1,1,,9,0.12,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fe0,NRS,Rottnest Island,ROT20100924,2010-09-24,2010-09-24,-32,115.4167,22,ROT20100924,POINT (115.41667 -32),WC,ROT20100924_WC,,,,,,,,,,,,,,,,,,,0.1,0.3,0.3,1,23058,1,19546,1,4578,1,0.011,0.013,0,0.004,,,0.022,0,0.26,0.053,0.028,0,0.017,,0,0,0.018,0.006,0,0.26,0,0.053,0,0,0.035,0,0.05,0,0,0,0,0.009,0.006,0,0.289,0.017,0.012,0,0,0.003,0.032,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fdf,NRS,Rottnest Island,ROT20101124,2010-11-24,2010-11-24,-32,115.4167,17.2,ROT20101124,POINT (115.41667 -32),0,ROT20101124_0,35.603,1,2026.11,1,2334.9,1,,9,0.03,1,0,1,,9,0.08,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fde,NRS,Rottnest Island,ROT20101124,2010-11-24,2010-11-24,-32,115.4167,17.2,ROT20101124,POINT (115.41667 -32),10,ROT20101124_10,35.614,1,,9,,9,,9,0.02,1,0,1,,9,0.09,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fdd,NRS,Rottnest Island,ROT20101124,2010-11-24,2010-11-24,-32,115.4167,17.2,ROT20101124,POINT (115.41667 -32),20,ROT20101124_20,35.604,1,2026.69,1,2336.74,1,,9,0.04,1,0,1,,9,0.1,1,1.7,1,,,,,,,,,,,0.006,0.013,0.005,0.006,,,0.015,0,0.205,0.041,0,0.022,0.01,,0,0,0.016,0.008,0,0.205,0,0.041,0,0,0.02,0,0.051,0,0,0,0,0.003,0,0,0,0,0.012,0,0,0.002,0.025,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fdc,NRS,Rottnest Island,ROT20101124,2010-11-24,2010-11-24,-32,115.4167,17.2,ROT20101124,POINT (115.41667 -32),30,ROT20101124_30,35.606,1,,9,,9,,9,0.05,1,0.1,1,,9,0.09,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fdb,NRS,Rottnest Island,ROT20101124,2010-11-24,2010-11-24,-32,115.4167,17.2,ROT20101124,POINT (115.41667 -32),40,ROT20101124_40,35.609,1,2030.46,1,2334.07,1,,9,0.12,1,0.1,1,,9,0.1,1,1.7,1,,,,,,,,,,,0.003,0.013,0,0,,,0.02,0,0.306,0.032,0,0.043,0.024,,0,0,0.027,0.006,0,0.306,0,0.032,0,0,0.069,0,0.078,0,0,0,0,0.005,0,0,0,0,0.007,0,0,0.003,0.027,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fda,NRS,Rottnest Island,ROT20101124,2010-11-24,2010-11-24,-32,115.4167,17.2,ROT20101124,POINT (115.41667 -32),48,ROT20101124_48,35.605,1,2029.48,1,2339.67,1,,9,0.09,1,0.2,1,,9,0.09,1,1.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fd9,NRS,Rottnest Island,ROT20101124,2010-11-24,2010-11-24,-32,115.4167,17.2,ROT20101124,POINT (115.41667 -32),WC,ROT20101124_WC,,,,,,,,,,,,,,,,,,,0.3,0.4,0.7,1,19698.3,1,16996.3,1,9069,1,0.009,0.011,0.005,0.006,,,0.019,0,0.257,0.049,0,0.029,0.018,,0,0,0.029,0.005,0,0.257,0,0.049,0,0,0.028,0,0.06,0,0,0,0,0.011,0.006,0,0,0,0.017,0,0,0.006,0.021,2,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fd8,NRS,Rottnest Island,ROT20101215,2010-12-15,2010-12-15,-32,115.4167,20.5,ROT20101215,POINT (115.41667 -32),0,ROT20101215_0,35.649,1,2038.35,1,2333.47,1,,9,0.04,1,0,1,,9,0.07,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fd7,NRS,Rottnest Island,ROT20101215,2010-12-15,2010-12-15,-32,115.4167,20.5,ROT20101215,POINT (115.41667 -32),10,ROT20101215_10,35.654,1,,9,,9,,9,0.06,1,0,1,,9,0.07,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fd6,NRS,Rottnest Island,ROT20101215,2010-12-15,2010-12-15,-32,115.4167,20.5,ROT20101215,POINT (115.41667 -32),20,ROT20101215_20,35.651,1,2029.79,1,2334.1,1,,9,0.04,1,0,1,,9,0.08,1,1.6,1,,,,,,,,,,,0.006,0.009,0.004,0,,,0.01,0,0.189,0.023,0,0.022,0.016,,0.01,0,0.015,0.004,0,0.197,0.008,0.023,0,0,0.023,0,0.045,0,0,0,0,0.002,0,0,0,0,0.008,0,0,0.003,0.028,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fd5,NRS,Rottnest Island,ROT20101215,2010-12-15,2010-12-15,-32,115.4167,20.5,ROT20101215,POINT (115.41667 -32),30,ROT20101215_30,35.652,1,,9,,9,,9,0.04,1,0,1,,9,0.08,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fd4,NRS,Rottnest Island,ROT20101215,2010-12-15,2010-12-15,-32,115.4167,20.5,ROT20101215,POINT (115.41667 -32),40,ROT20101215_40,35.649,1,2024.89,1,2336.32,1,,9,0.07,1,0,1,,9,0.08,1,1.6,1,,,,,,,,,,,0.007,0.01,0.004,0,,,0.013,0,0.209,0.028,0,0.027,0.021,,0.011,0,0.014,0.004,0,0.216,0.007,0.028,0,0,0.032,0,0.054,0,0,0,0,0.003,0.005,0,0,0,0.008,0,0,0.003,0.026,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fd3,NRS,Rottnest Island,ROT20101215,2010-12-15,2010-12-15,-32,115.4167,20.5,ROT20101215,POINT (115.41667 -32),48,ROT20101215_48,35.649,1,2023.84,1,2333.04,1,,9,,9,,9,,9,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fd2,NRS,Rottnest Island,ROT20101215,2010-12-15,2010-12-15,-32,115.4167,20.5,ROT20101215,POINT (115.41667 -32),WC,ROT20101215_WC,,,,,,,,,,,,,,,,,,,0.3,0.5,0.8,1,14842,1,26093,1,4751.5,1,0.004,0.006,0,0,,,0.005,0,0.145,0.015,0,0.018,0.008,,0.01,0,0.016,0.003,0,0.15,0.005,0.015,0,0,0.025,0,0.04,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0.021,2,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fd1,NRS,Rottnest Island,ROT20110125,2011-01-25,2011-01-25,-32,115.4167,15.5,ROT20110125,POINT (115.41667 -32),0,ROT20110125_0,35.645,1,2027.61,1,2334.69,1,,9,0.1,1,0.1,1,,9,0.08,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fd0,NRS,Rottnest Island,ROT20110125,2011-01-25,2011-01-25,-32,115.4167,15.5,ROT20110125,POINT (115.41667 -32),10,ROT20110125_10,35.683,1,,9,,9,,9,,9,,9,,9,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fcf,NRS,Rottnest Island,ROT20110125,2011-01-25,2011-01-25,-32,115.4167,15.5,ROT20110125,POINT (115.41667 -32),20,ROT20110125_20,35.585,1,2029.58,1,2330.77,1,,9,0.09,1,0.4,1,,9,0.12,1,2,1,,,,,,,,,,,0.007,0.015,0,0,,,0.04,0,0.291,0.056,0,0.038,0.035,,0.009,0,0.023,0.003,0,0.313,0.022,0.056,0,0,0.042,0,0.065,0,0,0,0,0.005,0.006,0,0,0,0.012,0,0,0.005,0.031,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fce,NRS,Rottnest Island,ROT20110125,2011-01-25,2011-01-25,-32,115.4167,15.5,ROT20110125,POINT (115.41667 -32),30,ROT20110125_30,35.577,1,,9,,9,,9,0.06,1,0.6,1,,9,0.1,1,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fcd,NRS,Rottnest Island,ROT20110125,2011-01-25,2011-01-25,-32,115.4167,15.5,ROT20110125,POINT (115.41667 -32),40,ROT20110125_40,35.544,1,2047.16,1,2330.29,1,,9,0.12,1,1.6,1,,9,0.16,1,2.9,1,,,,,,,,,,,0,0.01,0,0,,,0.029,0,0.138,0.023,0,0.021,0.023,,0.005,0,0.011,0.002,0,0.155,0.017,0.027,0.004,0,0.029,0,0.031,0,0,0,0,0.002,0,0,0,0,0.006,0,0,0.001,0.017,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fcc,NRS,Rottnest Island,ROT20110125,2011-01-25,2011-01-25,-32,115.4167,15.5,ROT20110125,POINT (115.41667 -32),47,ROT20110125_47,35.517,1,2041.12,1,2328.97,1,,9,0.13,1,1.5,1,,9,0.16,1,2.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fcb,NRS,Rottnest Island,ROT20110125,2011-01-25,2011-01-25,-32,115.4167,15.5,ROT20110125,POINT (115.41667 -32),WC,ROT20110125_WC,,,,,,,,,,,,,,,,,,,0.4,0.2,0.6,1,19714,1,11844.5,1,2940,1,0.008,0.012,0.004,0,,,0.032,0,0.237,0.031,0,0.029,0.029,,0.008,0,0.032,0.004,0,0.25,0.013,0.031,0,0,0.037,0,0.053,0,0,0,0,0.004,0,0,0,0,0.01,0,0,0.006,0.022,2,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fca,NRS,Rottnest Island,ROT20110224,2011-02-24,2011-02-24,-32,115.4167,18,ROT20110224,POINT (115.41667 -32),0,ROT20110224_0,35.282,1,2002.79,1,2310.65,1,,9,,9,,9,,9,,9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fc9,NRS,Rottnest Island,ROT20110224,2011-02-24,2011-02-24,-32,115.4167,18,ROT20110224,POINT (115.41667 -32),10,ROT20110224_10,35.267,1,,9,,9,,9,0.09,1,0.2,1,,9,0.07,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fc8,NRS,Rottnest Island,ROT20110224,2011-02-24,2011-02-24,-32,115.4167,18,ROT20110224,POINT (115.41667 -32),20,ROT20110224_20,35.29,1,2011.77,1,2306.72,1,,9,0.16,1,0.6,1,,9,0.12,1,2.2,1,,,,,,,,,,,0.006,0.017,0,0,,,0.034,0,0.227,0.038,0,0.035,0.034,,0.011,0,0.016,0,0,0.265,0.038,0.043,0.005,0,0.036,0,0.072,0,0,0,0,0.004,0.005,0,0,0,0.006,0,0,0.003,0.024,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fc7,NRS,Rottnest Island,ROT20110224,2011-02-24,2011-02-24,-32,115.4167,18,ROT20110224,POINT (115.41667 -32),30,ROT20110224_30,35.302,1,,9,,9,,9,0.15,1,0.7,1,,9,0.19,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fc6,NRS,Rottnest Island,ROT20110224,2011-02-24,2011-02-24,-32,115.4167,18,ROT20110224,POINT (115.41667 -32),40,ROT20110224_40,35.313,1,2015.79,1,2311.14,1,,9,0.12,1,1,1,,9,0.12,1,2.3,1,,,,,,,,,,,0.003,0.017,0,0,,,0.031,0,0.218,0.035,0,0.029,0.04,,0.007,0,0.014,0,0,0.245,0.027,0.042,0.007,0,0.047,0,0.053,0,0,0,0,0.003,0,0,0,0,0.008,0,0,0.002,0.018,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fc5,NRS,Rottnest Island,ROT20110224,2011-02-24,2011-02-24,-32,115.4167,18,ROT20110224,POINT (115.41667 -32),48,ROT20110224_48,35.311,1,2015.41,1,2311.2,1,,9,0.14,1,1,1,,9,0.13,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fc4,NRS,Rottnest Island,ROT20110224,2011-02-24,2011-02-24,-32,115.4167,18,ROT20110224,POINT (115.41667 -32),WC,ROT20110224_WC,,,,,,,,,,,,,,,,,,,0.2,0.2,0.4,1,38425,1,20086.5,1,2289,4,0.004,0.016,0,0,,,0.028,0,0.218,0.027,0,0.03,0.03,,0.008,0,0.016,0,0,0.255,0.037,0.035,0.008,0,0.042,0,0.056,0,0,0,0,0.004,0.007,0,0,0,0.007,0,0,0.003,0.039,2,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fc3,NRS,Rottnest Island,ROT20110324,2011-03-24,2011-03-24,-32,115.4167,13.5,ROT20110324,POINT (115.41667 -32),0,ROT20110324_0,35.547,1,2013.19,1,2323.77,1,,9,0.02,1,0,1,,9,0.03,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fc2,NRS,Rottnest Island,ROT20110324,2011-03-24,2011-03-24,-32,115.4167,13.5,ROT20110324,POINT (115.41667 -32),10,ROT20110324_10,35.549,1,,9,,9,,9,0.02,1,0,1,,9,0.03,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fc1,NRS,Rottnest Island,ROT20110324,2011-03-24,2011-03-24,-32,115.4167,13.5,ROT20110324,POINT (115.41667 -32),20,ROT20110324_20,35.543,1,2015.61,1,2326.25,1,,9,0.03,1,0.1,1,,9,0.04,1,1,1,,,,,,,,,,,0.005,0.015,0,0,,,0.019,0,0.232,0.022,0,0.042,0.039,,0.056,0,0.02,0,0,0.249,0.017,0.022,0,0,0.06,0,0.062,0,0,0,0,0,0,0.089,0,0,0.006,0,0,0.002,0.043,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fc0,NRS,Rottnest Island,ROT20110324,2011-03-24,2011-03-24,-32,115.4167,13.5,ROT20110324,POINT (115.41667 -32),30,ROT20110324_30,35.528,1,,9,,9,,9,0.07,1,0.3,1,,9,0.08,1,1.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fbf,NRS,Rottnest Island,ROT20110324,2011-03-24,2011-03-24,-32,115.4167,13.5,ROT20110324,POINT (115.41667 -32),40,ROT20110324_40,35.568,1,2035.25,1,2327.45,1,,9,0.16,1,0.8,1,,9,0.11,1,2,1,,,,,,,,,,,0,0.019,0,0,,,0.025,0,0.346,0.027,0,0.048,0.06,,0.039,0,0.021,0,0,0.365,0.019,0.027,0,0,0.148,0,0.053,0,0,0,0,0,0,0.041,0,0,0.009,0.054,0,0.001,0.02,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fbe,NRS,Rottnest Island,ROT20110324,2011-03-24,2011-03-24,-32,115.4167,13.5,ROT20110324,POINT (115.41667 -32),46,ROT20110324_46,35.486,1,2032.71,1,2326.6,1,,9,0.18,1,1,1,,9,0.12,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fbd,NRS,Rottnest Island,ROT20110324,2011-03-24,2011-03-24,-32,115.4167,13.5,ROT20110324,POINT (115.41667 -32),WC,ROT20110324_WC,,,,,,,,,,,,,,,,,,,0.4,0,0.4,1,31795,1,36256,1,2255.5,1,0.004,0.016,0,0,,,0.02,0,0.198,0.021,0,0.048,0.051,,0.107,0,0.018,0,0,0.214,0.016,0.021,0,0,0.09,0,0.058,0,0,0,0,0.002,0.005,0.052,0,0,0.005,0,0,0.002,0.033,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fbc,NRS,Rottnest Island,ROT20110527,2011-05-27,2011-05-27,-32,115.4167,13.5,ROT20110527,POINT (115.41667 -32),0,ROT20110527_0,35.183,1,2001.43,1,2307.23,1,,9,0.08,1,0.1,1,,9,0.06,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fbb,NRS,Rottnest Island,ROT20110527,2011-05-27,2011-05-27,-32,115.4167,13.5,ROT20110527,POINT (115.41667 -32),10,ROT20110527_10,35.191,1,,9,,9,,9,0.13,1,0.1,1,,9,0.07,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fba,NRS,Rottnest Island,ROT20110527,2011-05-27,2011-05-27,-32,115.4167,13.5,ROT20110527,POINT (115.41667 -32),20,ROT20110527_20,35.209,1,2008.46,1,2308.16,1,,9,0.14,1,0.1,1,,9,0.06,1,1.9,1,,,,,,,,,,,0.021,0.033,0,0,,,0.044,0,0.695,0.123,0,0.087,0.065,,0.042,0,0.023,0,0,0.714,0.019,0.123,0,0,0.112,0,0.131,0,0,0,0,0.015,0.012,0,0,0,0.035,0,0,0.011,0.06,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fb9,NRS,Rottnest Island,ROT20110527,2011-05-27,2011-05-27,-32,115.4167,13.5,ROT20110527,POINT (115.41667 -32),30,ROT20110527_30,35.228,1,,9,,9,,9,0.13,1,0.1,1,,9,0.07,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fb8,NRS,Rottnest Island,ROT20110527,2011-05-27,2011-05-27,-32,115.4167,13.5,ROT20110527,POINT (115.41667 -32),40,ROT20110527_40,35.232,1,2011.8,1,2310.61,1,,9,0.14,1,0.2,1,,9,0.07,1,1.9,1,,,,,,,,,,,0.016,0.027,0,0,,,0.036,0,0.54,0.092,0,0.065,0.053,,0.039,0,0.018,0,0,0.557,0.017,0.092,0,0,0.099,0,0.098,0,0,0,0,0.01,0.012,0,0,0,0.027,0,0,0.007,0.042,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fb7,NRS,Rottnest Island,ROT20110527,2011-05-27,2011-05-27,-32,115.4167,13.5,ROT20110527,POINT (115.41667 -32),46,ROT20110527_46,35.23,1,2011.85,1,2310.81,1,,9,0.14,1,0.2,1,,9,0.07,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fb6,NRS,Rottnest Island,ROT20110527,2011-05-27,2011-05-27,-32,115.4167,13.5,ROT20110527,POINT (115.41667 -32),WC,ROT20110527_WC,,,,,,,,,,,,,,,,,,,0.3,0.2,0.5,1,30765.5,1,29258.5,1,5765,1,0.022,0.028,0.002,0,,,0.035,0,0.562,0.092,0,0.063,0.046,,0.023,0,0.022,0,0,0.58,0.018,0.092,0,0,0.086,0,0.095,0,0,0,0,0.01,0.009,0,0,0,0.027,0,0,0.007,0.052,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fb5,NRS,Rottnest Island,ROT20110622,2011-06-22,2011-06-22,-32,115.4167,12,ROT20110622,POINT (115.41667 -32),0,ROT20110622_0,35.162,1,2001.28,1,2307.76,1,,9,0.07,1,0.2,1,,9,0.07,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fb4,NRS,Rottnest Island,ROT20110622,2011-06-22,2011-06-22,-32,115.4167,12,ROT20110622,POINT (115.41667 -32),10,ROT20110622_10,35.165,1,,9,,9,,9,0.1,1,,9,,9,0.07,1,2.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fb3,NRS,Rottnest Island,ROT20110622,2011-06-22,2011-06-22,-32,115.4167,12,ROT20110622,POINT (115.41667 -32),20,ROT20110622_20,35.17,1,2007.88,1,2305.1,1,,9,0.14,1,0.3,1,,9,0.08,1,2.2,1,,,,,,,,,,,0.018,0.02,0,0,,,0.032,0,0.354,0.051,0,0.038,0.011,,0.005,0,0.015,0,0,0.354,0,0.051,0,0,0.035,0,0.082,0,0,0,0,0.006,0.012,0,0,0,0.013,0,0,0.005,0.028,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fb2,NRS,Rottnest Island,ROT20110622,2011-06-22,2011-06-22,-32,115.4167,12,ROT20110622,POINT (115.41667 -32),30,ROT20110622_30,35.172,1,,9,,9,,9,0.2,1,0.5,1,,9,0.1,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fb1,NRS,Rottnest Island,ROT20110622,2011-06-22,2011-06-22,-32,115.4167,12,ROT20110622,POINT (115.41667 -32),40,ROT20110622_40,35.176,1,2023.54,1,2303.05,1,,9,0.21,1,0.9,1,,9,0.12,1,2.1,1,,,,,,,,,,,0.008,0.012,0,0,,,0.017,0,0.197,0.031,0.005,0.018,0.007,,0,0,0.009,0,0,0.197,0,0.031,0,0,0.043,0,0.058,0,0,0,0,0.003,0,0,0,0,0.01,0,0,0.002,0.009,1,
combined_bgc_data.fid-56e85a65_181a2fe105e_-1fb0,NRS,Rottnest Island,ROT20110622,2011-06-22,2011-06-22,-32,115.4167,12,ROT20110622,POINT (115.41667 -32),45,ROT20110622_45,35.176,1,2022.43,1,2302.71,1,,9,0.21,1,0.9,1,,9,0.12,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
